Country,States,Population,Population Growth %
North Macedonia,Skopje,617720.049058442,0.01
North Macedonia,Southeastern,173592.809400808,0.01
North Macedonia,Southwestern,220091.383407397,0.01
North Macedonia,Vardar,153290.375650915,0.01
Norway,Oslo,673549.741630869,0.01
Norway,Rogaland,473582.770633094,0.01
Norway,Møre og Romsdal,266887.993140957,0.01
Norway,Nordland,243364.173228088,0.01
Norway,Viken,1234521.98805863,0.01
Norway,Innlandet,371038.478158018,0.01
Norway,Vestfold og Telemark,415826.84715415,0.01
Norway,Agder,303790.416811082,0.01
Norway,Vestland,631669.721272408,0.01
Norway,TrøndelagTrööndelage,458798.99843157,0.01
Norway,Troms og FinnmarkRomsa ja FinnmárkuTromssa ja Finmarkku,243954.243962691,0.01
Oman,Ad Dakhiliyah Region,326690.161913117,0.01
Oman,2Al Batinah Region,772682.625164029,0.01
Oman,3Al Wusta Region,42116.0486523025,0.01
Oman,4Ash Sharqiyah Region,350556.022828077,0.01
Oman,5Ad Dhahirah Region,151682.18286915,0.01
Oman,6Muscat Governorate,1475971.93181887,0.01
Oman,7Musandam Governorate,31428.7675167677,0.01
Oman,8Dhofar Governorate,249758.939799359,0.01
Oman,9Al Buraimi Governorate,72925.741957682,0.01
Pakistan,Azad Jammu and Kashmir[a],4568529.65151248,0.01
Pakistan,Balochistan,12345887.9606723,0.01
Pakistan,Gilgit-Baltistan[a,1800215.80048311,0.01
Pakistan,Islamabad Capital Territory,2852209.90805121,0.01
Pakistan,Khyber Pakhtunkhwa,40529905.5137338,0.01
Pakistan,Punjab,110139487.947503,0.01
Pakistan,Sindh,47891792.0183002,0.01
Palau,Kayangel,54.0064740144935,0.01
Palau,Aimeliik,334.040042978533,0.01
Palau,Airai,2455.29432788113,0.01
Palau,Melekeok,277.033209296568,0.01
Palau,Ngaraard,413.049514221959,0.01
Palau,Ngarchelong,316.037884973702,0.01
Palau,Ngardmau,185.022179494097,0.01
Palau,Ngeremlengui,350.041961205051,0.01
Palau,Ngatpang,282.033808742355,0.01
Palau,Ngchesar,291.03488774477,0.01
Palau,Ngiwal,282.033808742355,0.01
Palau,Angaur,119.014266809717,0.01
Palau,Kuna of Wargandí,1914,0.01
Palau,Peleliu,484.058026352127,0.01
Palau,Hatohobei,25.0029972289322,0.01
Palau,Sonsorol,40.0047955662915,0.01
Palestine,Jenin Governorate,311268.313222311,0.01
Palestine,Tubas Governorate,64726.7591063705,0.01
Palestine,Tulkarm Governorate,182074.826180751,0.01
Palestine,Nablus Governorate,381006.673093249,0.01
Palestine,Qalqilya Governorate,50237.0221522597,0.01
Palestine,Salfit Governorate,70735.4794004275,0.01
Palestine,Ramallah and Al-Bireh Governorate,348151.734614543,0.01
Palestine,Jericho Governorate,52160.2526991091,0.01
Palestine,"Jerusalem Governorate
(including Israeli-annexed East Jerusalem)",419158.246504932,0.01
Palestine,Bethlehem Governorate,216139.909725338,0.01
Palestine,Hebron Governorate,706592.702648738,0.01
Palestine,North Gaza Governorate,362815.492429367,0.01
Palestine,Gaza Governorate,625899.02951197,0.01
Palestine,Deir al-Balah Governorate,264486.70528709,0.01
Palestine,Khan Yunis Governorate,341433.929319074,0.01
Palestine,Rafah Governorate,225565.039560756,0.01
Panama,Bocas del Toro,125476.041413562,0.01
Panama,Chiriquí,416922.978552665,0.01
Panama,Asunción,524559,0.01
Panama,Concepción,261976,0.01
Panama,San Pedro,463126,0.01
Panama,Cordillera,323273,0.01
Panama,Guairá,247747,0.01
Panama,Caaguazú,609803,0.01
Panama,Caazapá,205031,0.01
Panama,Veraguas,622565,0.01
Papua New Guinea,Misiones,168130,0.01
Papua New Guinea,Paraguarí,278957,0.01
Papua New Guinea,Eastern Highlands,854943,0.01
Papua New Guinea,East New Britain,2210109,0.01
Papua New Guinea,Ñeembucú,93287,0.01
Papua New Guinea,Enga,204169,0.01
Papua New Guinea,Canindeyú,254978,0.01
Papua New Guinea,Presidente Hayes,129951,0.01
Papua New Guinea,Alto Paraguay,18330,0.01
Paraguay,Boquerón,71836,0.01
Papua New Guinea,Morobe,674890.90240223,0.01
Papua New Guinea,New Ireland,194090.266529087,0.01
Papua New Guinea,Oro (Northern),186331.336429004,0.01
Papua New Guinea,Autonomous Region of Bougainville,249387.895320482,0.01
Papua New Guinea,Southern Highlands,510306.17284306,0.01
Papua New Guinea,Western (Fly),201375.139801708,0.01
Papua New Guinea,Western Highlands,362893.501780721,0.01
Papua New Guinea,West New Britain,264295.682388261,0.01
Papua New Guinea,Sandaun (West Sepik),248440.78178545,0.01
Papua New Guinea,National Capital District,364168.654639397,0.01
Papua New Guinea,Hela,249478.906230396,0.01
Papua New Guinea,Jiwaka,344028.240311547,0.01
Paraguay,Concepción,179471.514109275,0.01
Paraguay,San Pedro,318736.208434649,0.01
Paraguay,Cordillera,233882.036558988,0.01
Paraguay,Guairá,178671.418197949,0.01
Paraguay,Caaguazú,435409.19458385,0.01
Paraguay,Caazapá,139533.726575556,0.01
Paraguay,Itapúa,453746.392751548,0.01
Paraguay,Misiones,101795.202678095,0.01
Paraguay,Paraguarí,221958.607240454,0.01
Paraguay,Alto Paraná,558738.97871528,0.01
Paraguay,Central,1363056.39609323,0.01
Paraguay,Ñeembucú,76357.1532973806,0.01
Paraguay,Amambay,114930.777302287,0.01
Paraguay,Canindeyú,140153.800906834,0.01
Paraguay,Presidente Hayes,82502.8900162522,0.01
Paraguay,Alto Paraguay,11588.3891556655,0.01
Paraguay,Boquerón,41110.9281636994,0.01
Peru,Lima,11210446.8499125,0.01
Peru,Piura,2754220.16155135,0.01
Peru,La Libertad,2201375.88946277,0.01
Peru,Cajamarca,2100341.77802032,0.01
Peru,Puno,1690985.70654902,0.01
Peru,Junin,1512292.28571351,0.01
Peru,Cusco,1488290.40849363,0.01
Peru,Arequipa,1480186.43703178,0.01
Peru,Lambayeque,1250498.90328792,0.01
Peru,Ancash,1142545.96245228,0.01
Peru,Loreto,1029091.36210638,0.01
Peru,Callao,1011103.20578,0.01
Peru,Huánuco,854.336413394387,0.01
Peru,San Martín,829.619450453754,0.01
Peru,Ica,779.465438252294,0.01
Peru,Ayacucho,681.230662379597,0.01
Peru,Huancavelica,491.336898905414,0.01
Peru,Ucayali,489.722705404314,0.01
Peru,Apurimac,456.706747623453,0.01
Peru,Amazonas,421.172487961695,0.01
Peru,Tacna,337.623472541384,0.01
Peru,Pasco,302.02420508683,0.01
Peru,Tumbes,234.666130552087,0.01
Peru,Moquegua,178.633413642161,0.01
Peru,Madre de Dios,134.121077735437,0.01
Philippines,National Capital Region (Metro Manila),13896321.8185985,0.01
Philippines,Calabarzon,16059024.0720675,0.01
Philippines,Central Luzon,12315194.281274,0.01
Philippines,Central Visayas,7358531.10233823,0.01
Philippines,Davao Region,5291503.31782573,0.01
Philippines,	Western Visayas,7985856.30281214,0.01
Philippines,Northern Mindanao,5017658.4907358,0.01
Philippines,Ilocos Region,5221432.91815159,0.01
Philippines,Soccsksargen,4920525.84698095,0.01
Philippines,Bicol Region,6140572.09976393,0.01
Philippines,Eastern Visayas,4792911.54924436,0.01
Philippines,	Zamboanga Peninsula,3783434.53840413,0.01
Philippines,Cordillera Administrative Region,1807954.72818541,0.01
Philippines,Cagayan Valley,3658179.52348606,0.01
Philippines,Mimaropa Region,3175239.63117001,0.01
Philippines,	Caraga,2753439.06791793,0.01
Philippines,Bangsamoro,4183817.5342299,0.01
Poland,Lower Silesian,2900333.67687768,0.01
Poland,Kuyavian-Pomeranian,2074765.7120949,0.01
Poland,Lublin,2112469.23179624,0.01
Poland,Lubusz,1013152.45143289,0.01
Poland,Łódź,2460464.94770808,0.01
Poland,Lesser Poland,3405271.20615575,0.01
Poland,Masovian,5412094.77370065,0.01
Poland,Opole,984463.012292531,0.01
Poland,Subcarpathian,2127717.05962633,0.01
Poland,Podlaskie,1179571.40086877,0.01
Poland,Pomeranian,2338049.27315534,0.01
Poland,Silesian,4524633.38945748,0.01
Poland,Holy Cross,1237517.34712665,0.01
Poland,Warmian-Masurian,1426137.95798194,0.01
Poland,Greater Poland,3495889.06895262,0.01
Poland,West Pomeranian,1698547.61303094,0.01
Portugal,Aveiro,714285.624836135,0.01
Portugal,Beja,152776.314027888,0.01
Portugal,Braga,848286.688184875,0.01
Portugal,Bragança,136268.335137458,0.01
Portugal,Castelo Branco,196287.529925565,0.01
Portugal,Coimbra,430155.564806105,0.01
Portugal,Évora,166725.986241854,0.01
Portugal,Faro,451060.070729271,0.01
Portugal,Guarda,160958.294841084,0.01
Portugal,Leiria,470986.459400842,0.01
Portugal,Lisbon,2250802.81450481,0.01
Portugal,Portalegre,118520.207584473,0.01
Portugal,Porto,1817334.85262581,0.01
Portugal,Santarém,453692.386277533,0.01
Portugal,Setúbal,851360.056604255,0.01
Portugal,Viana do Castelo,244865.353181713,0.01
Portugal,Vila Real,206685.776413134,0.01
Portugal,Viseu,377698.276499917,0.01
Qatar,Al Shamal,8795.05430524919,0.01
Qatar,Al Khor,202055.221326335,0.01
Qatar,Al-Shahaniya,187593.487729121,0.01
Qatar,Umm Salal,90845.8901316023,0.01
Qatar,Al Daayen,54345.5146569178,0.01
Qatar,Ad Dawhah (Doha),956571.668823713,0.01
Qatar,Al Rayyan,605784.618301239,0.01
Qatar,Al Wakrah,299072.851293928,0.01
Romania,Alba,342417.047170116,0.01
Romania,Arad,430680.627747913,0.01
Romania,Argeș,612504.423836487,0.01
Romania,Bacău,616241.871862268,0.01
Romania,Bihor,575466.983981325,0.01
Romania,Bistrița-Năsăud,286259.315274044,0.01
Romania,Botoșani,412675.469383415,0.01
Romania,Brașov,549282.845163298,0.01
Romania,Brăila,321250.50983599,0.01
Romania,Bucharest,1883650.80223606,0.01
Romania,Buzău,451123.078282288,0.01
Romania,Caraș-Severin,295614.436717221,0.01
Romania,Călărași,306727.768925537,0.01
Romania,Cluj,691188.856115937,0.01
Romania,Constanța,684164.014014496,0.01
Romania,Covasna,210202.197943411,0.01
Romania,Dâmbovița,518807.191900897,0.01
Romania,Dolj,660623.192063511,0.01
Romania,Galați,536231.280609796,0.01
Romania,Giurgiu,281455.739446422,0.01
Romania,Gorj,341634.953416794,0.01
Romania,Harghita,310904.269582658,0.01
Romania,Hunedoara,418615.18140512,0.01
Romania,Ialomița,274180.867372691,0.01
Romania,Iași,772440.596150853,0.01
Romania,Ilfov,0,0.01
Romania,Maramureș,478716.386024138,0.01
Romania,Mehedinți,265421.817383452,0.01
Romania,Mureș,550912.040462735,0.01
Romania,Neamț,470822.43973902,0.01
Romania,Olt,436452.31962824,0.01
Romania,Prahova,762977.461759647,0.01
Romania,Satu Mare,344401.285030203,0.01
Romania,Sălaj,224410.901208668,0.01
Romania,Sibiu,397369.634599752,0.01
Romania,Suceava,634886.106835938,0.01
Romania,Teleorman,380168.572626135,0.01
Romania,Timiș,683621.949034573,0.01
Romania,Tulcea,213108.546341302,0.01
Romania,Vaslui,395546.416041818,0.01
Romania,Vâlcea,371758.564478212,0.01
Romania,Vrancea,340350.799479116,0.01
Russia,Amur Oblast,790770.793479328,0.01
Russia,"Adygea, Republic of",463508.562989613,0.01
Russia,Altai Krai,2317329.78941166,0.01
Russia,Altai Republic,220166.392399085,0.01
Russia,Arkhangelsk Oblast,1136523.24047977,0.01
Russia,Astrakhan Oblast,1006087.60453588,0.01
Russia,"Bashkortostan, Republic of",4038295.08975807,0.01
Russia,Belgorod Oblast,1547717.53230735,0.01
Russia,Bryansk Oblast,1192712.9762123,0.01
Russia,"Buryatia, Republic of",986227.223777004,0.01
Russia,Chechen Republic,1476929.04655279,0.01
Russia,Chelyabinsk Oblast,3467375.65091274,0.01
Russia,Chukotka Autonomous Okrug,50732.0814973926,0.01
Russia,Chuvash Republic,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01
Russia,"Dagestan, Republic of",3111726.01748919,0.01
Russia,"Ingushetia, Republic of",506748.746397328,0.01
Russia,Irkutsk Oblast,2391113.63423425,0.01
Russia,Ivanovo Oblast,997315.552988092,0.01
Russia,Jewish Autonomous Oblast,158399.98816462,0.01
Russia,Kabardino-Balkar Republic,868278.084649239,0.01
Russia,Kaliningrad Oblast,1012374.35815912,0.01
Russia,"Kalmykia, Republic of",271067.494157744,0.01
Russia,Kaluga Oblast,1000189.89754952,0.01
Russia,Kamchatka Krai,312475.457928524,0.01
Russia,Karachay-Cherkess Republic,465724.828663985,0.01
Russia,"Karelia, Republic of",614701.687232966,0.01
Russia,Kemerovo Oblast,2658076.63636689,0.01
Russia,Khabarovsk Krai,1315467.69140746,0.01
Russia,"Khakassia, Republic of",534250.043109374,0.01
Russia,Khanty–Mansi Autonomous Okrug – Yugra,1674286.70475976,0.01
Russia,Kirov Oblast,1262700.36593563,0.01
Russia,Komi Republic,820269.329610022,0.01
Russia,Kostroma Oblast,633467.936833113,0.01
Russia,Krasnodar Krai,5678466.7049788,0.01
Russia,Krasnoyarsk Krai,2868218.82711695,0.01
Russia,Kurgan Oblast,827040.141259617,0.01
Russia,Kursk Oblast,1103191.24481394,0.01
Russia,Leningrad Oblast,1876616.95905562,0.01
Russia,Lipetsk Oblast,1139628.61273561,0.01
Russia,Magadan Oblast,140215.808339961,0.01
Russia,Mari El Republic,679175.41600738,0.01
Russia,"Mordovia, Republic of",790923.811822369,0.01
Russia,Moscow,12693987.6890525,0.01
Russia,Moscow Oblast,7688568.66552035,0.01
Russia,Murmansk Oblast,741599.89912891,0.01
Russia,Nenets Autonomous Okrug,44115.2883107279,0.01
Russia,Nizhny Novgorod Oblast,3204202.10304012,0.01
Russia,"North Ossetia-Alania, Republic of",697147.570415536,0.01
Russia,Novgorod Oblast,596244.474678568,0.01
Russia,Novosibirsk Oblast,2798586.47995427,0.01
Russia,Omsk Oblast,1926792.97389464,0.01
Russia,Orenburg Oblast,0,0.01
Russia,Oryol Oblast,733769.960516697,0.01
Russia,Penza Oblast,1304981.43436965,0.01
Russia,Perm Krai,2599612.62800642,0.01
Russia,Primorsky Krai,1895532.22651925,0.01
Russia,Pskov Oblast,626121.056127363,0.01
Russia,Republic of Crimea,1912254.23106596,0.01
Russia,Rostov Oblast,4195829.97421857,0.01
Russia,Ryazan Oblast,1109056.94796385,0.01
Russia,Saint Petersburg,5393638.56126614,0.01
Russia,Sakhalin Oblast,488511.560218545,0.01
Russia,Samara Oblast,3179407.13074814,0.01
Russia,Saratov Oblast,2422075.34576277,0.01
Russia,Sevastopol,448882.809730577,0.01
Russia,Smolensk Oblast,934859.066030108,0.01
Russia,Stavropol Krai,2803357.05182554,0.01
Russia,Sverdlovsk Oblast,4311377.82549247,0.01
Russia,Tambov Oblast,1007082.7238256,0.01
Russia,"Tatarstan, Republic of",3903109.88446057,0.01
Russia,Tomsk Oblast,1079180.36651505,0.01
Russia,Tula Oblast,1466200.7605018,0.01
Russia,Tuva Republic,327427.250271425,0.01
Russia,Tver Oblast,1260496.10169993,0.01
Russia,Tyumen Oblast,1915,0.01
Russia,Udmurt Republic,1501184.95422453,0.01
Russia,Ulyanovsk Oblast,1229834.42613815,0.01
Russia,Vladimir Oblast,11874,0.01
Russia,Volgograd Oblast,2492049.73392755,0.01
Russia,Vologda Oblast,22647,0.01
Russia,Voronezh Oblast,2323935.58127955,0.01
Russia,Yamalo-Nenets Autonomous Okrug,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01
Russia,Yaroslavl Oblast,7747,0.01
Russia,Zabaykalsky Krai,14632,0.01
Rwanda,Kigali,1132821.79677001,0.01
Rwanda,Southern,2590285.50992014,0.01
Rwanda,Western,2471535.27476116,0.01
Rwanda,Northern,1726576.97304446,0.01
Rwanda,Eastern,2596014.19664524,0.01
Saint Kitts and Nevis,Christ Church Nichola Town (SK),1922.2304269603,0.01
Saint Kitts and Nevis,Saint Anne Sandy Point (SK),2626.31482892703,0.01
Saint Kitts and Nevis,Saint George Basseterre (SK),12636.5147995023,0.01
Saint Kitts and Nevis,Saint John Capisterre (SK),2962.35511168388,0.01
Saint Kitts and Nevis,Saint Mary Cayon (SK),3435.41181925528,0.01
Saint Kitts and Nevis,Saint Paul Capisterre (SK),2432.29157043052,0.01
Saint Kitts and Nevis,Saint Peter Basseterre (SK),4670.55988236454,0.01
Saint Kitts and Nevis,Saint Thomas Middle Island (SK),2535.30391901372,0.01
Saint Kitts and Nevis,Trinity Palmetto Point (SK),1701.20393145654,0.01
Saint Kitts and Nevis,Saint George Gingerland (N),2496.29924333659,0.01
Saint Kitts and Nevis,Saint James Windward (N),2038.24433410254,0.01
Saint Kitts and Nevis,Saint John Figtree (N),3827.45881580493,0.01
Saint Kitts and Nevis,Saint Paul Charlestown (N),1847.22143527351,0.01
Saint Kitts and Nevis,Saint Thomas Lowland (N),2069.24805066642,0.01
Saint Lucia,Anse la Raye,6071.72784707389,0.01
Saint Lucia,Canaries,4071,0.01
Saint Lucia,Castries,80582.6598290702,0.01
Saint Lucia,Choiseul,6174.74019565709,0.01
Saint Lucia,Dennery,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01
Saint Lucia,Forest Reserve,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01
Saint Lucia,Gros Islet,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01
Saint Lucia,Laborie,7414.88885821213,0.01
Saint Lucia,Micoud,16144.935370666,0.01
Saint Lucia,Soufrière,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01
Saint Lucia,Vieux Fort,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01
Saint Vincent and the Grenadines,Charlotte Parish,38004.5557879769,0.01
Saint Vincent and the Grenadines,Grenadines Parish,9201.10298024706,0.01
Saint Vincent and the Grenadines,Saint Andrew Parish,6700.80325735382,0.01
Saint Vincent and the Grenadines,Saint David Parish,6700.80325735382,0.01
Saint Vincent and the Grenadines,Saint George Parish,51406.1623026846,0.01
Saint Vincent and the Grenadines,Saint Patrick Parish,5800.69535711227,0.01
Samoa,Tuamasaga,95918.498209408,0.01
Samoa,A'ana,23267.7892212442,0.01
Samoa,Aiga-i-le-Tai,5029.60292257199,0.01
Samoa,Atua,22771.7297562222,0.01
Samoa,Va'a-o-Fonoti,1621.19434032395,0.01
Samoa,Fa'asaleleaga,13567.6264163077,0.01
Samoa,Gaga'emauga,7840.93993099313,0.01
Samoa,Gaga'ifomauga,4878.58481930925,0.01
Samoa,Vaisigano,6543.78443475614,0.01
Samoa,Satupa'itea,5261.63073685649,0.01
Samoa,Palauli,9301.11496916278,0.01
San Marino,Acquaviva,2145.25716224238,0.01
San Marino,Borgo Maggiore,6871.82375839972,0.01
San Marino,Chiesanuova,1143.13703330677,0.01
San Marino,City of San Marino,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01
San Marino,Domagnano,3565.42740484573,0.01
San Marino,Faetano,1177.14110953812,0.01
San Marino,Fiorentino,2548.30547757277,0.01
San Marino,Montegiardino,967.115932815098,0.01
San Marino,Serravalle,10879.3041542529,0.01
Sao Tome and Principe,Água Grande,77709.3153875212,0.01
Sao Tome and Principe,Cantagalo,17163.0574178281,0.01
Sao Tome and Principe,Caué,6031.7230515076,0.01
Sao Tome and Principe,Lembá,14653.7566159325,0.01
Sao Tome and Principe,Kolubara District (Kolubarski okrug),19367.3216535308,0.01
Sao Tome and Principe,Mačva District (Mačvanski okrug),50806.0903691902,0.01
Sao Tome and Principe,Moravica District  (Moravički okrug),8421.00946670437,0.01
Saudi Arabia,Pomoravlje District (Pomoravski okrug),8558791.98335401,0.01
Saudi Arabia,Riyadh Region,8217269.0433648,0.01
Saudi Arabia,Eastern Province,4900912.49583469,0.01
Saudi Arabia,Šumadija District (Šumadijski okrug),2212140.17982977,0.01
Saudi Arabia,Jizan Region,1567734.93188883,0.01
Saudi Arabia,Bor District (Borski okrug),1424105.71436718,0.01
Saudi Arabia,Braničevo District (Braničevski okrug),1424105.71436718,0.01
Saudi Arabia,Jablanica District (Jablanički okrug),910139.102729807,0.01
Saudi Arabia,Nišava District (Nišavski okrug),699857.895315152,0.01
Saudi Arabia,Najran Region,582312.804622607,0.01
Saudi Arabia,Al Jawf Region,508535.960639252,0.01
Saudi Arabia,Al Bahah Region,476229.087859804,0.01
Saudi Arabia,Northern Borders Region,365274.787236805,0.01
Senegal,Dakar,3137572.11578469,0.01
Senegal,Diourbel,1497634.52861802,0.01
Senegal,Fatick,835452.149647319,0.01
Senegal,North Banat District (Severnobanatski okrug),567059.976193069,0.01
Senegal,South Bačka District  (Južnobački okrug),960990.198494009,0.01
Senegal,South Banat District (Južnobanatski okrug),152375.265952336,0.01
Senegal,Srem District (Sremski okrug),714477.647854854,0.01
Senegal,West Bačka District (Zapadnobački okrug),874297.806262077,0.01
Senegal,Prizren District(Prizrenski okrug),376085,0.01
Senegal,Saint-Louis,909050.972290403,0.01
Senegal,Sédhiou,452998.303074458,0.01
Senegal,Tambacounda,681391.681681752,0.01
Senegal,Thiès,1789078.46539745,0.01
Senegal,Ziguinchor,549216.837250614,0.01
Serbia,"Kolubara District 
 
 (Kolubarski okrug)",174248.888048096,0.01
Serbia,"Mačva District 
 
 (Mačvanski okrug)",297813.700353478,0.01
Serbia,"Moravica District 
 
 (Moravički okrug)",212174.434364829,0.01
Serbia,"Pomoravlje District 
 
 (Pomoravski okrug)",212864.517088348,0.01
Serbia,"Rasina District 
 
 (Rasinski okrug)",240491.828906428,0.01
Serbia,"Raška District 
 
 (Raški okrug)",300137.978975879,0.01
Serbia,"Šumadija District 
 
 (Šumadijski okrug)",290934.875755855,0.01
Serbia,"Zlatibor District 
 
 (Zlatiborski okrug)",284763.135919865,0.01
Serbia,"Bor District 
 
 (Borski okrug)",123862.848032351,0.01
Serbia,"Braničevo District 
 
 (Braničevski okrug)",180501.637595106,0.01
Serbia,"Jablanica District 
 
 (Jablanički okrug)",215488.831677496,0.01
Serbia,"Nišava District 
 
 (Nišavski okrug)",373448.767090887,0.01
Serbia,"Pčinja District 
 
 (Pčinjski okrug)",158736.028447376,0.01
Serbia,"Pirot District 
 
 (Pirotski okrug)",92288.0630117671,0.01
Serbia,"Podunavlje District 
 
 (Podunavski okrug)",198207.760112748,0.01
Serbia,"Toplica District 
 
 (Toplički okrug)",90610.8619576504,0.01
Serbia,"Zaječar District 
 
 (Zaječarski okrug)",118309.182287861,0.01
Serbia,"Central Banat District 
 
 (Srednjebanatski okrug)",186873.401408927,0.01
Serbia,"North Bačka District 
 
 (Severnobački okrug)",185574.245672912,0.01
Serbia,"North Banat District 
 
 (Severnobanatski okrug)",146707.586540482,0.01
Serbia,"South Bačka District 
 
 (Južnobački okrug)",615444.776310609,0.01
Serbia,"South Banat District 
 
 (Južnobanatski okrug)",291361.926948525,0.01
Serbia,"Srem District 
 
 (Sremski okrug)",311090.291882041,0.01
Serbia,"West Bačka District 
 
 (Zapadnobački okrug)",187603.488928012,0.01
Seychelles,Mahe Islands,78342.3912773578,0.01
Seychelles,Anse aux Pins,3673.44035287471,0.01
Seychelles,Anse Boileau,4183.50149634493,0.01
Seychelles,Anse Etoile,5018.60160379127,0.01
Seychelles,Au Cap,3743.44874511572,0.01
Seychelles,Anse Royale,3818.45773680252,0.01
Seychelles,Baie Lazare,3227.38688231056,0.01
Seychelles,Beau Vallon,4142.49658088948,0.01
Seychelles,Bel Air,3015.36146580922,0.01
Seychelles,Bel Ombre,4163.49909856179,0.01
Seychelles,Cascade,4088.49010687499,0.01
Seychelles,Glacis,4157.49837922685,0.01
Seychelles,Grand'Anse,2842.34072498501,0.01
Seychelles,English River,4252.50976869678,0.01
Seychelles,Mont Buxton,3173.38040829607,0.01
Seychelles,Mont Fleuri,3966.4754803978,0.01
Seychelles,Plaisance,3690.44239099039,0.01
Seychelles,Pointe La Rue,3245.3890403154,0.01
Seychelles,Port Glaud,2378.28509641603,0.01
Seychelles,Saint Louis,3436.41193914444,0.01
Seychelles,Takamaka,2580.3093140258,0.01
Seychelles,Les Mamelles,669592,0.01
Seychelles,Roche Caïman,801460,0.01
Seychelles,Praslin Islands,584569,0.01
Seychelles,Baie Sainte Anne,691509,0.01
Seychelles,Grand'Anse Praslin,674306,0.01
Seychelles,La Digue Islands,3506.42033138545,0.01
Seychelles,La Digue and Inner Islands,826244,0.01
Seychelles,Outer Islands,645276,0.01
Seychelles,Outer Islands,503.060304246116,0.01
Sierra Leone,Kailahun,526442.107134723,0.01
Sierra Leone,Kenema,609964.119318028,0.01
Sierra Leone,Kono,506160.675902503,0.01
Sierra Leone,Bombali,606616.718049018,0.01
Sierra Leone,Falaba,205377.619598116,0.01
Sierra Leone,Koinadugu,409421.079264097,0.01
Sierra Leone,Tonkolili,531498.713294303,0.01
Sierra Leone,Kambia,345515.418586724,0.01
Sierra Leone,Karene,285580.233869307,0.01
Sierra Leone,Port Loko,615449.776910055,0.01
Sierra Leone,Bo,575546.993572458,0.01
Sierra Leone,Bonthe,200805.071464888,0.01
Sierra Leone,Moyamba,318626.195246841,0.01
Sierra Leone,Pujehun,346502.536917323,0.01
Sierra Leone,Western Rural,444323.263155907,0.01
Sierra Leone,Western Urban,1056090.59863407,0.01
Singapore,Central Region,923090.655294394,0.01
Singapore,East Region,686132.249956357,0.01
Singapore,North Region,574018.810381825,0.01
Singapore,North-East Region,922050.530609671,0.01
Singapore,West Region,921450.458676176,0.01
Slovakia,Bratislava Region,424478.884315249,0.01
Slovakia, Košice Region,239199.674009637,0.01
Slovakia, Trnava Region,563658.568450045,0.01
Slovakia,Žilina Region,691450.887526895,0.01
Slovakia,Nitra Region,77612.303758273,0.01
Slovakia, Trenčín Region,13399724,0.01
Slovakia,Prešov Region,6279730,0.01
Slovakia, Banská Bystrica Region,3748435,0.01
Slovenia,Mura,4335964,0.01
Slovenia,Drava,2834714,0.01
Slovenia,Carinthia,1193780,0.01
Slovenia,Savinja,11065240,0.01
Slovenia,Central Sava,6996976,0.01
Slovenia,Lower Sava,6996976,0.01
Slovenia,Southeast Slovenia,144049.267875102,0.01
Slovenia,Littoral–Inner Carniola,52550.2994558805,0.01
Slovenia,Central Slovenia,564594.680666296,0.01
Slovenia,Upper Carniola,204694.537713821,0.01
Slovenia,Gorizia,117630.100883123,0.01
Slovenia,Coastal–Karst,115029.789171314,0.01
Solomon Islands,Central Province,26054.1232324364,0.01
Solomon Islands,Choiseul Province,26375.161716856,0.01
Solomon Islands,Guadalcanal Province,93624.2231836813,0.01
Solomon Islands,Isabel Province,33847.05740875,0.01
Solomon Islands,Makira-Ulawa Province,40423.8457998484,0.01
Solomon Islands,Malaita Province,140016.78448202,0.01
Solomon Islands,Rennell and Bellona Province,3000.35966747186,0.01
Solomon Islands,Temotu Province,24993.9961499297,0.01
Solomon Islands,Western Province,76658.189384017,0.01
Solomon Islands,Capital Territory,652936.270595448,0.01
Somalia,South West,5678925.76000792,0.01
Somalia,Puntland,4285513.72503898,0.01
Somalia,Jubaland,1361163.16914306,0.01
