Country,States,Population,Birth Rate,Births,Death Rate,Deaths,Inbound Migration,Outbound Migration,Population Growth %
Georgia,Kvemo Svaneti,31929.916446734,,,,,,,0.01
Georgia,Imereti,487044.486157782,,,,,,,0.01
Georgia,Samtskhe-Javakheti,239621.886824239,,,,,,,0.01
Georgia,Shida Kartli,300409.439098658,,,,,,,0.01
Georgia,Mtskheta-Mtianeti,94378.6204490964,,,,,,,0.01
Georgia,Kvemo Kartli,424024.729996085,,,,,,,0.01
Georgia,Kakheti,405036.995675363,,,,,,,0.01
Georgia,Tbilisi,1114101760.94408,,,,,,,0.01
Germany,Baden-Württemberg,11070544.1724673,,,,,,,0.01
Germany,Bavaria,13077915.5237652,,,,,,,0.01
Germany,Berlin,3645158.94518383,,,,,,,0.01
Germany,Brandenburg,2512146.45695276,,,,,,,0.01
Germany,Bremen,683048.388958849,,,,,,,0.01
Germany,Hamburg,1841347.18681621,,,,,,,0.01
Germany,Hesse,6266381.3650263,,,,,,,0.01
Germany,Lower Saxony,7983177.17544399,,,,,,,0.01
Germany,Mecklenburg-Vorpommern,1609822.03954009,,,,,,,0.01
Germany,North Rhine-,17934289.1000859,,,,,,,0.01
Germany,Rhineland-Palatinate,4085217.13966057,,,,,,,0.01
Germany,Saarland,990599.48036891,,,,,,,0.01
Germany,Saxony,4078309.50872445,,,,,,,0.01
Germany,Saxony-Anhalt,2208522.72426374,,,,,,,0.01
Germany,Schleswig-Holstein,2896976.60695499,,,,,,,0.01
Germany,Thuringia,2143340.77060907,,,,,,,0.01
Ghana,Ashanti,4780816.67502862,,,,,,,0.01
Ghana,Bono Region,2311194.10216502,,,,,,,0.01
Ghana,Bono East Region,1034515.49161358,,,,,,,0.01
Ghana,Ahafo Region,0,,,,,,,0.01
Ghana,Central,2202064.13434257,,,,,,,0.01
Ghana,Eastern,2633394.53163102,,,,,,,0.01
Ghana,Greater Accra,4010420.30779252,,,,,,,0.01
Ghana,Northern,2479687.49218328,,,,,,,0.01
Ghana,Savannah,581421.106424184,,,,,,,0.01
Ghana,North East,0,,,,,,,0.01
Ghana,Upper East,1046640.59910881,,,,,,,0.01
Ghana,Upper West,849200.565132967,,,,,,,0.01
Ghana,Volta Region,2118445.49669958,,,,,,,0.01
Ghana,Oti,742731.840385798,,,,,,,0.01
Ghana,Western Region,3093483.55570377,,,,,,,0.01
Ghana,Western North,928393.798563953,,,,,,,0.01
Greece,Attica,0,,,,,,,0.01
Greece,Central Greece,4591987.42755342,,,,,,,0.01
Greece,Central Macedonia,2424986.49584882,,,,,,,0.01
Greece,Crete,601185.911721794,,,,,,,0.01
Greece,Eastern Macedonia and Thrace,362071.071210659,,,,,,,0.01
Greece,Epirus,353854.32070086,,,,,,,0.01
Greece,Ionian Islands,213003.455523262,,,,,,,0.01
Greece,North Aegean,508853.478169369,,,,,,,0.01
Greece,Peloponnese,1155124.50792089,,,,,,,0.01
Greece,South Aegean,0,,,,,,,0.01
Greece,Thessaly,753956.865668416,,,,,,,0.01
Greece,Western Greece,0,,,,,,,0.01
Greece,Western Macedonia,0,,,,,,,0.01
Grenada,Saint Andrew,26751.4434501735,,,,,,,0.01
Grenada,Saint David,12487.1405629693,,,,,,,0.01
Grenada,Saint George,40060.6591006618,,,,,,,0.01
Grenada,Saint John,8591.78476505444,,,,,,,0.01
Grenada,Saint Mark,3994.36484130222,,,,,,,0.01
Grenada,Saint Patrick,10674.9750415773,,,,,,,0.01
Grenada,Carriacou,5661.51711732896,,,,,,,0.01
Grenada,Petite Martinique,900.082212611919,,,,,,,0.01
Grenada,Grenada,106676.743747416,,,,,,,0.01
Guatemala,Alta Verapaz,1215148.99049728,,,,,,,0.01
Guatemala,Baja Verapaz,299503.356337963,,,,,,,0.01
Guatemala,Chimaltenango,615832.249503685,,,,,,,0.01
Guatemala,Chiquimula,415100.914903712,,,,,,,0.01
Guatemala,El Progreso,176648.13486452,,,,,,,0.01
Guatemala,Escuintla,733247.97413891,,,,,,,0.01
Guatemala,Guatemala,3015356.41964906,,,,,,,0.01
Guatemala,Huehuetenango,1170775.93750686,,,,,,,0.01
Guatemala,Izabal,408725.332564377,,,,,,,0.01
Guatemala,Jalapa,342954.32510613,,,,,,,0.01
Guatemala,Jutiapa,488439.613587331,,,,,,,0.01
Guatemala,Petén,545649.839112292,,,,,,,0.01
Guatemala,Quetzaltenango,799173.995755997,,,,,,,0.01
Guatemala,Quiché,949347.712473558,,,,,,,0.01
Guatemala,Retalhuleu,326857.854870587,,,,,,,0.01
Guatemala,Sacatepéquez,330499.187466275,,,,,,,0.01
Guatemala,San Marcos,1032371.29576487,,,,,,,0.01
Guatemala,Santa Rosa,396643.228997083,,,,,,,0.01
Guatemala,Sololá,421621.510488411,,,,,,,0.01
Guatemala,Suchitepéquez,554745.669916409,,,,,,,0.01
Guatemala,Totonicapán,418607.235167508,,,,,,,0.01
Guatemala,Zacapa,245396.414263818,,,,,,,0.01
Guinea,Boké,1081543.78713121,,,,,,,0.01
Guinea,Conakry,1668016.35495085,,,,,,,0.01
Guinea,Faranah,942819.11615808,,,,,,,0.01
Guinea,Kankan,1986510.44588357,,,,,,,0.01
Guinea,Kindia,1559327.42741256,,,,,,,0.01
Guinea,Labé,995807.956105891,,,,,,,0.01
Guinea,Mamou,732183.876945334,,,,,,,0.01
Guinea,Nzérékoré,1663733.9638015,,,,,,,0.01
Guinea-Bissau,Bafatá,225536.60028821,,,,,,,0.01
Guinea-Bissau,Biombo,97128.8716542995,,,,,,,0.01
Guinea-Bissau,Bissau,492048.943259904,,,,,,,0.01
Guinea-Bissau,Bolama,34566.1572383397,,,,,,,0.01
Guinea-Bissau,Cacheu,192525.585094993,,,,,,,0.01
Guinea-Bissau,Gabu,215549.688093607,,,,,,,0.01
Guinea-Bissau,Oio,224664.520633323,,,,,,,0.01
Guinea-Bissau,Quinara,63615.8106047157,,,,,,,0.01
Guinea-Bissau,Tombali,94947.6724257366,,,,,,,0.01
Guyana,Barima-Waini,26943.460988864,,,,,,,0.01
Guyana,Pomeroon-Supenaam,46814.2759692932,,,,,,,0.01
Guyana,Essequibo Islands-West Demerara,107425.812166579,,,,,,,0.01
Guyana,Demerara-Mahaica,313457.63090749,,,,,,,0.01
Guyana,Mahaica-Berbice,49727.5420641138,,,,,,,0.01
Guyana,East Berbice-Corentyne,109440.996231482,,,,,,,0.01
Guyana,Cuyuni-Mazaruni,20281.8525241885,,,,,,,0.01
Guyana,Potaro-Siparuni,10190.9308294615,,,,,,,0.01
Guyana,Upper Takutu-Upper Essequibo,24214.2117019552,,,,,,,0.01
Guyana,Upper Demerara-Berbice,39455.6038355171,,,,,,,0.01
Haiti,Artibonite,1727681.80473354,,,,,,,0.01
Haiti,Centre,746304.16667852,,,,,,,0.01
Haiti,Grand'Anse,468343.778053748,,,,,,,0.01
Haiti,Nippes,342356.270480416,,,,,,,0.01
Haiti,Nord,1067274.48378727,,,,,,,0.01
Haiti,Nord-Est,394002.987840089,,,,,,,0.01
Haiti,Nord-Ouest,728873.574585616,,,,,,,0.01
Haiti,Ouest,4030073.10285923,,,,,,,0.01
Haiti,Sud,775046.79200126,,,,,,,0.01
Haiti,Sud-Est,632658.786422791,,,,,,,0.01
Honduras,Atlántida,449863.090046132,,,,,,,0.01
Honduras,Choluteca,447892.910091858,,,,,,,0.01
Honduras,Colón,319815.211602571,,,,,,,0.01
Honduras,Comayagua,511989.764634648,,,,,,,0.01
Honduras,Copán,382756.960639176,,,,,,,0.01
Honduras,Cortés,1621910.14365547,,,,,,,0.01
Honduras,El Paraíso,458513.880200679,,,,,,,0.01
Honduras,Francisco Morazán,1553520.89704987,,,,,,,0.01
Honduras,Gracias a Dios,94458.6277568841,,,,,,,0.01
Honduras,Intibucá,241590.066595817,,,,,,,0.01
Honduras,Islas de la Bahía,65938.0227132545,,,,,,,0.01
Honduras,La Paz,206083.823490972,,,,,,,0.01
Honduras,Lempira,333155.430084828,,,,,,,0.01
Honduras,Ocotepeque,151529.840584563,,,,,,,0.01
Honduras,Olancho,537355.081477399,,,,,,,0.01
Honduras,Santa Bárbara,434935.726595636,,,,,,,0.01
Honduras,Valle,178577.311073551,,,,,,,0.01
Honduras,Yoro,587428.655147695,,,,,,,0.01
Hungary,Baranya,391490.758375554,,,,,,,0.01
Hungary,Bács-Kiskun,524888.942832724,,,,,,,0.01
Hungary,Békés,361835.049652685,,,,,,,0.01
Hungary,Borsod-Abaúj-Zemplén,684855.554023504,,,,,,,0.01
Hungary,Budapest,1744824.37051841,,,,,,,0.01
Hungary,Csongrád-Csanád,421865.532777163,,,,,,,0.01
Hungary,Fejér,426158.924931322,,,,,,,0.01
Hungary,Győr-Moson-Sopron,450008.103291496,,,,,,,0.01
Hungary,Hajdú-Bihar,565725.672818927,,,,,,,0.01
Hungary,Heves,308013.133612535,,,,,,,0.01
Hungary,Jász-Nagykun-Szolnok,386787.328768983,,,,,,,0.01
Hungary,Komárom-Esztergom,311439.446568544,,,,,,,0.01
Hungary,Nógrád,201937.444764873,,,,,,,0.01
Hungary,Pest,1237674.04791357,,,,,,,0.01
Hungary,Somogy,317976.043614801,,,,,,,0.01
Hungary,Szabolcs-Szatmár-Bereg,552050.423735309,,,,,,,0.01
Hungary,Tolna,231204.117953623,,,,,,,0.01
Hungary,Vas,257711.539115044,,,,,,,0.01
Hungary,Veszprém,353100.25182496,,,,,,,0.01
Hungary,Zala,287069.220616403,,,,,,,0.01
Iceland,Höfuðborgarsvæðið,233055.287037561,,,,,,,0.01
Iceland,Suðurnes,27831.5421053078,,,,,,,0.01
Iceland,Vesturland,16663.5220294885,,,,,,,0.01
Iceland,Vestfirðir,7115.64993637089,,,,,,,0.01
Iceland,Norðurland vestra,7322.66884527163,,,,,,,0.01
Iceland,Northeastern Region,30602.7952288051,,,,,,,0.01
Iceland,Austurland,13174.2033185964,,,,,,,0.01
Iceland,Suðurland,28401.5941732954,,,,,,,0.01
India,Andhra Pradesh,49581631.7368099,,,,,,,0.01
India,Arunachal Pradesh,1383853.39978983,,,,,,,0.01
India,Assam,31208426.5465659,,,,,,,0.01
India,Bihar,104108961.20872,,,,,,,0.01
India,Chhattisgarh,25547531.486055,,,,,,,0.01
India,Goa,1458678.2342156,,,,,,,0.01
India,Gujarat,60445213.005492,,,,,,,0.01
India,Haryana,25353777.7887855,,,,,,,0.01
India,Himachal Pradesh,6865229.063178,,,,,,,0.01
India,Jharkhand,32991147.3785094,,,,,,,0.01
India,Karnataka,61100877.8932692,,,,,,,0.01
India,Kerala,33409112.5550319,,,,,,,0.01
India,Madhya Pradesh,72633443.2662925,,,,,,,0.01
India,Maharashtra,112384598.097142,,,,,,,0.01
India,Manipur,2570624.79830616,,,,,,,0.01
India,Meghalaya,2967160.01743773,,,,,,,0.01
India,Mizoram,1097306.22685674,,,,,,,0.01
India,Nagaland,1978682.73090789,,,,,,,0.01
India,Odisha,41978053.2335302,,,,,,,0.01
India,Punjab,27745872.2803114,,,,,,,0.01
India,Rajasthan,68554698.7178318,,,,,,,0.01
India,Sikkim,610632.77458883,,,,,,,0.01
India,Tamil Nadu,72153620.4397538,,,,,,,0.01
India,Telangana,35006871.4927403,,,,,,,0.01
India,Tripura,3674252.60256948,,,,,,,0.01
India,Uttar Pradesh,199830593.327163,,,,,,,0.01
India,Uttarakhand,10087213.3560109,,,,,,,0.01
India,West Bengal,91284452.8309111,,,,,,,0.01
Indonesia,Aceh,4993841.13247018,,,,,,,0.01
Indonesia,Bali,4148966.96250584,,,,,,,0.01
Indonesia,Bangka Belitung Islands,1370456.17610077,,,,,,,0.01
Indonesia,Banten,11935463.1733065,,,,,,,0.01
Indonesia,Bengkulu,1872307.01465602,,,,,,,0.01
Indonesia,Central Java,33756106.24909,,,,,,,0.01
Indonesia,Central Kalimantan,2490405.47115279,,,,,,,0.01
Indonesia,Central Sulawesi,2873119.42786404,,,,,,,0.01
Indonesia,East Java,38831607.840345,,,,,,,0.01
Indonesia,East Kalimantan[6],3422988.65237078,,,,,,,0.01
Indonesia,East Nusa Tenggara,5113227.03705968,,,,,,,0.01
Indonesia,Gorontalo,1131773.37505169,,,,,,,0.01
Indonesia,Special Capital Region of Jakarta,10155061.5531975,,,,,,,0.01
Indonesia,Jambi,3397474.32191728,,,,,,,0.01
Indonesia,Lampung,8110341.79053314,,,,,,,0.01
Indonesia,Maluku,1684009.81577761,,,,,,,0.01
Indonesia,North Kalimantan,639697.429325416,,,,,,,0.01
Indonesia,North Maluku,1160380.98804254,,,,,,,0.01
Indonesia,North Sulawesi,2410141.1398888,,,,,,,0.01
Indonesia,North Sumatra,13924533.8530393,,,,,,,0.01
Indonesia,Papua,3143375.11274885,,,,,,,0.01
Indonesia,Riau,6331519.31466168,,,,,,,0.01
Indonesia,Riau Islands,1968492.80016978,,,,,,,0.01
Indonesia,South Kalimantan,2495475.93428384,,,,,,,0.01
Indonesia,Southeast Sulawesi,3984678.95660317,,,,,,,0.01
Indonesia,South Sulawesi,8513385.60415324,,,,,,,0.01
Indonesia,South Sumatra,8043776.7105451,,,,,,,0.01
Indonesia,West Java,46672477.0175183,,,,,,,0.01
Indonesia,West Kalimantan,4783645.93345026,,,,,,,0.01
Indonesia,West Nusa Tenggara,4830559.21846294,,,,,,,0.01
Indonesia,West Papua,868898.364310305,,,,,,,0.01
Indonesia,West Sulawesi,1280110.92405553,,,,,,,0.01
Indonesia,West Sumatra,5191051.14543615,,,,,,,0.01
Indonesia,Special Region of Yogyakarta,3676103.77165342,,,,,,,0.01
Iran,Alborz,2712647.77054285,,,,,,,0.01
Iran,Ardabil,1270536.04949603,,,,,,,0.01
Iran,"Azerbaijan, East",3910009.13633623,,,,,,,0.01
Iran,"Azerbaijan, West",3265517.26909164,,,,,,,0.01
Iran,Bushehr,1163506.27350299,,,,,,,0.01
Iran,Chahar Mahaal and Bakhtiari,947849.575635234,,,,,,,0.01
Iran,Fars,4851717.15100741,,,,,,,0.01
Iran,Gilan,2530927.17236458,,,,,,,0.01
Iran,Golestan,1868989.71165688,,,,,,,0.01
Iran,Hamadan,1738392.78306362,,,,,,,0.01
Iran,Hormozgān,1776577.27079666,,,,,,,0.01
Iran,Ilam,580210.995893894,,,,,,,0.01
Iran,Isfahan,5121317.77605971,,,,,,,0.01
Iran,Kerman,3165007.08859196,,,,,,,0.01
Iran,Kermanshah,1952612.34966526,,,,,,,0.01
Iran,"Khorasan, North",863170.841164051,,,,,,,0.01
Iran,"Khorasan, Razavi",6435088.77459289,,,,,,,0.01
Iran,"Khorasan, South",768968.236792088,,,,,,,0.01
Iran,Khuzestan,4710939.29249817,,,,,,,0.01
Iran,Kohgiluyeh and Boyer-Ahmad,713117.135408171,,,,,,,0.01
Iran,Kurdistan,1603157.43080138,,,,,,,0.01
Iran,Lorestan,1760809.83061439,,,,,,,0.01
Iran,Markazi,1429605.57874824,,,,,,,0.01
Iran,Mazandaran,3283881.94650296,,,,,,,0.01
Iran,Qazvin,1273877.35468751,,,,,,,0.01
Iran,Qom,1292401.04662306,,,,,,,0.01
Iran,Semnan,702424.158722341,,,,,,,0.01
Iran,Sistan and Baluchestan,2775267.4901656,,,,,,,0.01
Iran,Tehran,13268848.9634352,,,,,,,0.01
Iran,Yazd,1138637.00196853,,,,,,,0.01
Iran,Zanjan,1057557.59625644,,,,,,,0.01
Iraq,Al Anbar,1561542.62974693,,,,,,,0.01
Iraq,Babil,1820866.31611391,,,,,,,0.01
Iraq,Baghdad,7055844.47379956,,,,,,,0.01
Iraq,Basra,2532231.29148152,,,,,,,0.01
Iraq,Dhi Qar,1836367.73199777,,,,,,,0.01
Iraq,Al-Qādisiyyah,1134403.61529521,,,,,,,0.01
Iraq,Diyala,1443331.83249057,,,,,,,0.01
Iraq,Duhok,1128803.10375007,,,,,,,0.01
Iraq,Erbil (Erbîl),1612847.31586581,,,,,,,0.01
Iraq,Halabja (Helebce),337030.784055796,,,,,,,0.01
Iraq,Karbala,1066697.43107985,,,,,,,0.01
Iraq,Kirkuk,1395727.48435687,,,,,,,0.01
Iraq,Maysan,971488.734812465,,,,,,,0.01
Iraq,Muthanna,719165.687876922,,,,,,,0.01
Iraq,Najaf,1285617.42701402,,,,,,,0.01
Iraq,Nineveh,3270698.74236224,,,,,,,0.01
Iraq,Saladin,1408328.63533344,,,,,,,0.01
Iraq,Sulaymaniyah (Slêmanî),1878971.62339474,,,,,,,0.01
Iraq,Wasit,1210710.58509776,,,,,,,0.01
Ireland,Strabane,39387.5976238975,,,,,,,0.01
Ireland,Omagh,51360.6912343307,,,,,,,0.01
Ireland,North Down,79907.2986529915,,,,,,,0.01
Ireland,Newtownabbey,85146.7772217402,,,,,,,0.01
Ireland,Newry and Mourne,99489.0872340374,,,,,,,0.01
Ireland,Moyle,17051.557472259,,,,,,,0.01
Ireland,Magherafelt,45042.1141017951,,,,,,,0.01
Ireland,Londonderry,107886.854277705,,,,,,,0.01
Ireland,Lisburn,120175.976753901,,,,,,,0.01
Ireland,Limavady,33539.0634246148,,,,,,,0.01
Ireland,Larne,32182.9395576127,,,,,,,0.01
Ireland,Fermanagh,61810.6457227551,,,,,,,0.01
Ireland,Dungannon and South Tyrone,57857.2846266941,,,,,,,0.01
Ireland,Down,69737.3697418241,,,,,,,0.01
Ireland,Craigavon,93031.4974042206,,,,,,,0.01
Ireland,Cookstown,37016.3810393388,,,,,,,0.01
Ireland,Coleraine,59072.3956137202,,,,,,,0.01
Ireland,Castlereagh,67248.1423782785,,,,,,,0.01
Ireland,Carrickfergus,39117.5729601139,,,,,,,0.01
Ireland,Belfast,280987.665133188,,,,,,,0.01
Ireland,Banbridge,48343.4156393861,,,,,,,0.01
Ireland,Ballymoney,31226.8522295494,,,,,,,0.01
Ireland,Ballymena,64049.8502494641,,,,,,,0.01
Ireland,Armagh,59354.421373672,,,,,,,0.01
Ireland,Ards,78944.2106854966,,,,,,,0.01
Ireland,Antrim,53432.8805060328,,,,,,,0.01
Israel,Jerusalem District,1083398.95658054,,,,,,,0.01
Israel,Northern District,1401428.00503675,,,,,,,0.01
Israel,Haifa District,996391.009361394,,,,,,,0.01
Israel,Central District,2115993.27271588,,,,,,,0.01
Israel,Tel Aviv District,1388526.82665598,,,,,,,0.01
Israel,Southern District,1244313.6543686,,,,,,,0.01
Italy,Abruzzo,1311699.80935282,,,,,,,0.01
Italy,Aosta Valley,125677.479255654,,,,,,,0.01
Italy,Apulia,4029421.04330076,,,,,,,0.01
Italy,Basilicata,562920.416589619,,,,,,,0.01
Italy,Calabria,1947308.86525028,,,,,,,0.01
Italy,Campania,5802221.96916985,,,,,,,0.01
Italy,Emilia-Romagna,4459884.36139107,,,,,,,0.01
Italy,Friuli-Venezia Giulia,1215331.0071225,,,,,,,0.01
Italy,Lazio,5879619.038541,,,,,,,0.01
Italy,Liguria,1550781.64684948,,,,,,,0.01
Italy,Lombardy,10061493.0067399,,,,,,,0.01
Italy,Marche,1525410.32945865,,,,,,,0.01
Italy,Molise,305644.917302018,,,,,,,0.01
Italy,Piedmont,4356803.9461287,,,,,,,0.01
Italy,Sardinia,1639740.77228731,,,,,,,0.01
Italy,Sicily,5000347.72677601,,,,,,,0.01
Italy,Trentino-Alto Adige,3729981.69280902,,,,,,,0.01
Italy,Tuscany,1072373.94956739,,,,,,,0.01
Italy,Umbria,882095.56972989,,,,,,,0.01
Italy,Veneto,4906302.13674558,,,,,,,0.01
Jamaica,Hanover,69880.3828044947,,,,,,,0.01
Jamaica,Saint James,184678.868383713,,,,,,,0.01
Jamaica,Saint Elizabeth,151006.792809901,,,,,,,0.01
Jamaica,Trelawny,75564.9020228126,,,,,,,0.01
Jamaica,Westmoreland,144830.228648688,,,,,,,0.01
Jamaica,Clarendon,246344.500861103,,,,,,,0.01
Jamaica,Manchester,190829.430169895,,,,,,,0.01
Jamaica,Saint Ann,173247.824283541,,,,,,,0.01
Jamaica,Saint Catherine,518392.349440361,,,,,,,0.01
Jamaica,Saint Mary,114237.434333357,,,,,,,0.01
Jamaica,Kingston Parish,89065.135120644,,,,,,,0.01
Jamaica,Portland,82190.5071989837,,,,,,,0.01
Jamaica,Saint Andrew,573421.375736759,,,,,,,0.01
Jamaica,Saint Thomas,94947.6724257366,,,,,,,0.01
Japan,Aichi,7262561.35511341,,,,,,,0.01
Japan,Akita,1071945.91047072,,,,,,,0.01
Japan,Aomori,1359664.19037156,,,,,,,0.01
Japan,Chiba,6135156.37906692,,,,,,,0.01
Japan,Ehime,1416190.35341494,,,,,,,0.01
Japan,Fukui,792739.408027169,,,,,,,0.01
Japan,Fukuoka,5038494.21103786,,,,,,,0.01
Japan,Fukushima,1981559.99371421,,,,,,,0.01
Japan,Gifu,2037542.10706463,,,,,,,0.01
Japan,Gunma,1966522.6202155,,,,,,,0.01
Japan,Hiroshima,2823872.92973799,,,,,,,0.01
Japan,Hokkaido,5467825.42572297,,,,,,,0.01
Japan,Hyōgo,5505018.82293078,,,,,,,0.01
Japan,Ibaraki,2919108.62847177,,,,,,,0.01
Japan,Ishikawa,1156876.66796144,,,,,,,0.01
Japan,Iwate,1309179.5791575,,,,,,,0.01
Japan,Kagawa,985362.001982856,,,,,,,0.01
Japan,Kagoshima,1693053.64183166,,,,,,,0.01
Japan,Kanagawa,8935239.13583424,,,,,,,0.01
Japan,Kōchi,755500.006617371,,,,,,,0.01
Japan,Kumamoto,1805173.88278269,,,,,,,0.01
Japan,Kyoto,2589976.56587732,,,,,,,0.01
Japan,Mie,1816588.9254213,,,,,,,0.01
Japan,Miyagi,2314972.4472753,,,,,,,0.01
Japan,Miyazaki,1127171.95476255,,,,,,,0.01
Japan,Nagano,2115522.22969128,,,,,,,0.01
Japan,Nagasaki,1411389.91494766,,,,,,,0.01
Japan,Nara,1386820.67081741,,,,,,,0.01
Japan,Niigata,2351000.73806346,,,,,,,0.01
Japan,Ōita,1183093.06254078,,,,,,,0.01
Japan,Okayama,1922632.61134585,,,,,,,0.01
Japan,Okinawa,1393578.28805142,,,,,,,0.01
Japan,Osaka,8699403.59485106,,,,,,,0.01
Japan,Saga,843262.022712423,,,,,,,0.01
Japan,Saitama,7118143.16409982,,,,,,,0.01
Japan,Shiga,1393810.30924401,,,,,,,0.01
Japan,Shimane,707652.636286269,,,,,,,0.01
Japan,Shizuoka,3694351.43837711,,,,,,,0.01
Japan,Tochigi,1974819.37803308,,,,,,,0.01
Japan,Tokushima,776416.917147125,,,,,,,0.01
Japan,Tokyo,12870380.5677292,,,,,,,0.01
Japan,Tottori,582076.166256696,,,,,,,0.01
Japan,Toyama,1077301.39963576,,,,,,,0.01
Japan,Wakayama,990378.460181146,,,,,,,0.01
Japan,Yamagata,1155670.55779653,,,,,,,0.01
Japan,Yamaguchi,1430813.68909583,,,,,,,0.01
Japan,Yamanashi,845846.258753966,,,,,,,0.01
Jordan,Irbid,1770161.68480343,,,,,,,0.01
Jordan,Ajloun,176096.084440784,,,,,,,0.01
Jordan,Jerash,237080.654710632,,,,,,,0.01
Jordan,Mafraq,549998.236290554,,,,,,,0.01
Jordan,Balqa,491753.916312438,,,,,,,0.01
Jordan,Amman,4007622.05220265,,,,,,,0.01
Jordan,Zarqa,1365002.67798369,,,,,,,0.01
Jordan,Madaba,189209.282187193,,,,,,,0.01
Jordan,Karak,316657.923218998,,,,,,,0.01
Jordan,Tafilah,96299.7959273492,,,,,,,0.01
Jordan,Ma'an,144096.161599736,,,,,,,0.01
Jordan,Aqaba,188177.187916731,,,,,,,0.01
Kazakhstan,Akmola Region,737562.368211363,,,,,,,0.01
Kazakhstan,Aktobe Region,757837.22009612,,,,,,,0.01
Kazakhstan,Almaty,1365756.74685959,,,,,,,0.01
Kazakhstan,Almaty Region,1808059.14631979,,,,,,,0.01
Kazakhstan,Nur-Sultan,613061.996471535,,,,,,,0.01
Kazakhstan,Atyrau Region,510423.621584703,,,,,,,0.01
Kazakhstan,Baikonur,36178.3044902623,,,,,,,0.01
Kazakhstan,East Kazakhstan Region,1396720.57506479,,,,,,,0.01
Kazakhstan,Jambyl Region,1022222.368772,,,,,,,0.01
Kazakhstan,Karaganda Region,1341822.56073489,,,,,,,0.01
Kazakhstan,Kostanay Region,885650.894469708,,,,,,,0.01
Kazakhstan,Kyzylorda Region,678856.006030772,,,,,,,0.01
Kazakhstan,Mangystau Region,485436.339271249,,,,,,,0.01
Kazakhstan,North Kazakhstan Region,596589.49188939,,,,,,,0.01
Kazakhstan,Pavlodar Region,742542.823121149,,,,,,,0.01
Kazakhstan,Shymkent,603554.128032311,,,,,,,0.01
Kazakhstan,Turkistan Region,2469582.56920969,,,,,,,0.01
Kazakhstan,West Kazakhstan Region,598934.706098917,,,,,,,0.01
Kenya,Mombasa (County),939455.808956954,,,,,,,0.01
Kenya,Kwale,649990.369472308,,,,,,,0.01
Kenya,Kilifi,1109836.37134764,,,,,,,0.01
Kenya,Tana River,240096.930214228,,,,,,,0.01
Kenya,Lamu,101548.275318223,,,,,,,0.01
Kenya,Taita-Taveta,284683.002661634,,,,,,,0.01
Kenya,Garissa,623116.914877758,,,,,,,0.01
Kenya,Wajir,662001.466553939,,,,,,,0.01
Kenya,Mandera,1025849.70008883,,,,,,,0.01
Kenya,Marsabit,291192.597241512,,,,,,,0.01
Kenya,Isiolo,143307.08952668,,,,,,,0.01
Kenya,Meru,1356424.8944975,,,,,,,0.01
Kenya,Tharaka,365363.371926124,,,,,,,0.01
Kenya,Embu,516259.154596471,,,,,,,0.01
Kenya,Kitui,1012801.50827999,,,,,,,0.01
Kenya,Machakos,1098684.35273338,,,,,,,0.01
Kenya,Makueni,884607.799194425,,,,,,,0.01
Kenya,Nyandarua,596322.467499648,,,,,,,0.01
Kenya,Nyeri,693621.354682996,,,,,,,0.01
Kenya,Kirinyaga,528102.236331749,,,,,,,0.01
Kenya,Murang'a,942667.102273283,,,,,,,0.01
Kenya,Kiambu,1623430.28250344,,,,,,,0.01
Kenya,Turkana,855477.138428914,,,,,,,0.01
Kenya,West Pokot,512736.832871115,,,,,,,0.01
Kenya,Samburu,223967.456964223,,,,,,,0.01
Kenya,Trans-Nzoia,818831.791279441,,,,,,,0.01
Kenya,Uasin Gishu,894260.680879014,,,,,,,0.01
Kenya,Elgeyo-Marakwet,370031.798335538,,,,,,,0.01
Kenya,Nandi,753033.781354815,,,,,,,0.01
Kenya,Baringo,555611.749023211,,,,,,,0.01
Kenya,Laikipia,399263.468327131,,,,,,,0.01
Kenya,Nakuru,1603471.45948444,,,,,,,0.01
Kenya,Narok,850997.729284149,,,,,,,0.01
Kenya,Kajiado,687374.78412747,,,,,,,0.01
Kenya,Kericho,752464.729378174,,,,,,,0.01
Kenya,Bomet,730195.695346808,,,,,,,0.01
Kenya,Kakamega,1660802.69606243,,,,,,,0.01
Kenya,Vihiga,554672.663248053,,,,,,,0.01
Kenya,Bungoma,1375188.60835642,,,,,,,0.01
Kenya,Busia,744013.957493096,,,,,,,0.01
Kenya,Siaya,842380.94223541,,,,,,,0.01
Kenya,Kisumu,968997.507266224,,,,,,,0.01
Kenya,Homa Bay,963882.040024546,,,,,,,0.01
Kenya,Migori,917253.781045859,,,,,,,0.01
Kenya,Kisii,1152387.2579032,,,,,,,0.01
Kenya,Nyamira,598306.648732783,,,,,,,0.01
Kenya,Nairobi (County),3138655.68168072,,,,,,,0.01
Kiribati,Banaba,268.024481088882,,,,,,,0.01
Kiribati,Betio,17357.5854245471,,,,,,,0.01
Kiribati,Teinainano Urban Council,56343.1463268113,,,,,,,0.01
Kiribati,North Tarawa,6629.60554156045,,,,,,,0.01
Kiribati,Makin,1990.18178121968,,,,,,,0.01
Kiribati,Butaritari,3224.29450384536,,,,,,,0.01
Kiribati,Marakei,2799.25568122306,,,,,,,0.01
Kiribati,Abaiang,5568.50862202573,,,,,,,0.01
